中央卫视,#genre#
CCTV-16 奥林匹克,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=cctv16
CCTV-16 奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8

CCTV-17 农业农村,http://123.60.111.12/migu.php?id=cctv17
CCTV-17 农业农村,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=cctv17
CCTV-17 农业农村,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1025_1.m3u8?key=txiptv




地方卫视,#genre#
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
延边卫视-2,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
山东卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/index.m3u8
四川卫视,http://218.17.196.234:9901/tsfile/live/0123_1.m3u8
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视（高清）,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山东卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
山东卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
山东卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
山东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
山东卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8

湖南卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0005_1.m3u8?key=txiptv
北京卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0006_1.m3u8?key=txiptv
东方卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0007_1.m3u8?key=txiptv
浙江卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0008_1.m3u8?key=txiptv
江苏卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0009_1.m3u8?key=txiptv
湖北卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0010_1.m3u8?key=txiptv
深圳卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0011_1.m3u8?key=txiptv
山东卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0012_1.m3u8?key=txiptv
天津卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0013_1.m3u8?key=txiptv
安徽卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0014_1.m3u8?key=txiptv
辽宁卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/0015_1.m3u8?key=txiptv
北京纪实科教,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1010_1.m3u8?key=txiptv
重庆卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1011_1.m3u8?key=txiptv
青海卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1012_1.m3u8?key=txiptv
四川卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1014_1.m3u8?key=txiptv
河北卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1015_1.m3u8?key=txiptv
贵州卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1016_1.m3u8?key=txiptv
吉林卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1017_1.m3u8?key=txiptv
江西卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1018_1.m3u8?key=txiptv
河南卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1019_1.m3u8?key=txiptv

广西卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1021_1.m3u8?key=txiptv

金鹰卡通,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1026_1.m3u8?key=txiptv
海南卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1027_1.m3u8?key=txiptv
云南卫视,http://202309211718.iptv.z-link.cn:8800/tsfile/live/1028_1.m3u8?key=txiptv


北京卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=北京卫视HD
东方卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=东方卫视HD
东方卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=东方卫视HD2
重庆卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=重庆卫视
吉林卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=吉林卫视
辽宁卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=辽宁卫视HD
内蒙古卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=内蒙古卫视
宁夏卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=宁夏卫视
甘肃卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=甘肃卫视
青海卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=青海卫视
陕西卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=陕西卫视HD
山东卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=山东卫视HD
湖北卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=湖北卫视HD
湖南卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=湖南卫视HD
江西卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=江西卫视HD
江苏卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=江苏卫视HD
广东卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=广东卫视HD
广东卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=广东卫视HD2
大湾区卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=大湾区卫视
四川卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=四川卫视HD
新疆卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=新疆卫视
西藏卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=西藏卫视
海南卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=海南卫视
四海钓鱼,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=四海钓鱼
江苏教育,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=江苏教育
山东教育卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=山东教育卫视
游戏风云,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=游戏风云HD
欢笑剧场4K,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=欢笑剧场4K



广东综合,#genre#
广东卫视,http://120.234.220.107:7000/udp/239.20.0.101:2000
广东卫视,http://120.234.220.107:7000/udp/239.20.0.99:3004
广东珠江,http://120.234.220.107:7000/udp/239.20.0.64:3144
广东民生,http://120.234.220.107:7000/udp/239.21.0.86:3684
广东新闻,http://120.234.220.107:7000/udp/239.21.0.93:3712
广东科教,http://120.234.220.107:7000/udp/239.20.0.102:2002
广东体育,http://120.234.220.107:7000/udp/239.20.0.97:3012
广东科教,http://120.234.220.107:7000/udp/239.20.0.98:3008
广东体育,http://120.234.220.107:7000/udp/239.20.0.103:2004
广东现代教育,http://120.234.220.107:7000/udp/239.21.0.148:3936
广东岭南戏曲,http://120.234.220.107:7000/udp/239.21.0.147:3932
广东岭南戏曲,http://120.234.220.107:7000/udp/239.20.0.115:2028
广东南方卫视,http://120.234.220.107:7000/udp/239.21.0.84:3676
广东影视,http://120.234.220.107:7000/udp/239.21.0.85:3680
广东少儿,http://120.234.220.107:7000/udp/239.21.0.87:3688
广东嘉佳卡通,http://120.234.220.107:7000/udp/239.21.0.94:3716
广东移动频道,http://120.234.220.107:7000/udp/239.20.0.133:2064


梅州综合,http://120.234.220.107:7000/udp/239.21.0.149:3940
梅州客家,http://120.234.220.107:7000/udp/239.21.0.150:3944
汕头新闻综合,http://120.234.220.107:7000/udp/239.21.0.101:3744
汕头经济生活,http://120.234.220.107:7000/udp/239.21.0.102:3748
汕头文旅体育,http://120.234.220.107:7000/udp/239.21.0.103:3752
河源新闻合,http://120.234.220.107:7000/udp/239.21.0.48:3532
河源公共,http://120.234.220.107:7000/udp/239.21.0.49:3536
汕尾综合,http://120.234.220.107:7000/udp/239.21.0.89:3696
汕尾公共,http://120.234.220.107:7000/udp/239.21.0.90:3700
揭阳综合,http://120.234.220.107:7000/udp/239.21.0.91:3704
揭阳公共,http://120.234.220.107:7000/udp/239.21.0.92:3708
惠州综合,http://120.234.220.107:7000/udp/239.21.0.27:3448
惠州公共,http://120.234.220.107:7000/udp/239.21.0.28:3452
东莞综合,http://120.234.220.107:7000/udp/239.21.0.137:3892
东莞资讯,http://120.234.220.107:7000/udp/239.21.0.138:3896
电影测试-4K,http://120.234.220.107:7000/udp/239.21.0.129:3860
南国都市4K,http://120.234.220.107:7000/udp/239.21.0.132:3872

大湾区卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=大湾区卫视
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
大湾区卫视,http://iptv.eatuo.com:9901/tsfile/live/1007_1.m3u8


广东卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=广东卫视HD
广东卫视,http://103.45.68.47:666/gy/gy_R*cufe/爱看mg.php?id=广东卫视HD2
广东卫视,http://iptv.eatuo.com:9901/tsfile/live/1000_1.m3u8


广东珠江,http://iptv.eatuo.com:9901/tsfile/live/1001_1.m3u8
广东珠江,http://gxdl-lhs.8866.org:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0


